,timestamp,bids,asks
0,2021-11-22 09:14:01.708,"[[59531.5, 166810.0], [59530.5, 1000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59525.5, 220.0], [59525.0, 11550.0], [59523.0, 142200.0], [59521.0, 10000.0], [59520.5, 780.0], [59519.5, 43740.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59549.5, 160.0], [59552.0, 1920.0], [59553.5, 1820.0], [59554.0, 50.0]]"
1,2021-11-22 09:14:01.978,"[[59531.5, 166810.0], [59530.5, 1000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59525.5, 220.0], [59525.0, 11550.0], [59523.0, 142200.0], [59520.5, 780.0], [59519.5, 42920.0], [59519.0, 68830.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59549.5, 160.0], [59552.0, 1920.0], [59553.5, 1820.0], [59554.0, 50.0]]"
2,2021-11-22 09:14:02.304,"[[59531.5, 181810.0], [59530.5, 3000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59525.5, 6170.0], [59525.0, 600.0], [59523.0, 142200.0], [59520.5, 780.0], [59520.0, 20830.0], [59519.5, 43220.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59549.5, 160.0], [59552.0, 1920.0], [59553.5, 1820.0], [59554.5, 4570.0]]"
3,2021-11-22 09:14:02.614,"[[59531.5, 181810.0], [59530.5, 3000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59525.5, 6170.0], [59525.0, 600.0], [59523.5, 43520.0], [59523.0, 142200.0], [59520.5, 780.0], [59520.0, 20830.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59549.5, 160.0], [59552.0, 1920.0], [59553.5, 1820.0], [59554.0, 1000.0]]"
4,2021-11-22 09:14:02.824,"[[59531.5, 181810.0], [59530.5, 3000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59526.0, 30.0], [59525.5, 6170.0], [59525.0, 600.0], [59523.0, 142200.0], [59520.5, 780.0], [59520.0, 20830.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59549.5, 160.0], [59552.0, 1920.0], [59553.5, 1820.0], [59554.0, 1000.0]]"
5,2021-11-22 09:14:03.272,"[[59531.5, 181810.0], [59530.5, 3000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59526.0, 30.0], [59525.5, 6170.0], [59525.0, 600.0], [59523.5, 43610.0], [59523.0, 142200.0], [59520.5, 780.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59547.5, 2610.0], [59549.5, 160.0], [59553.5, 1820.0], [59554.5, 3880.0]]"
6,2021-11-22 09:14:03.627,"[[59531.5, 181810.0], [59530.5, 3000.0], [59527.5, 3000.0], [59526.5, 2510.0], [59526.0, 30.0], [59525.5, 6170.0], [59525.0, 600.0], [59523.0, 142200.0], [59520.5, 780.0], [59520.0, 20830.0]]","[[59532.0, 40.0], [59536.0, 930.0], [59537.0, 10580.0], [59543.5, 170.0], [59544.0, 10.0], [59546.5, 330.0], [59547.5, 2610.0], [59549.5, 160.0], [59550.0, 1000.0], [59553.5, 1820.0]]"
