,timestamp,bids,asks
0,2021-11-23 08:43:46.581,"[[56143.5, 51100.0], [56139.5, 3540.0], [56136.0, 5000.0], [56134.5, 540.0], [56133.5, 540.0], [56132.5, 16530.0], [56132.0, 28460.0], [56131.5, 560.0], [56130.0, 20000.0], [56126.5, 16060.0]]","[[56144.0, 3600.0], [56146.0, 1000.0], [56150.5, 3000.0], [56153.5, 10000.0], [56154.0, 5000.0], [56156.5, 10.0], [56157.5, 1000.0], [56161.0, 400.0], [56161.5, 89220.0], [56162.5, 5010.0]]"
1,2021-11-23 08:43:46.747,"[[56143.5, 51100.0], [56139.5, 3540.0], [56136.0, 5000.0], [56134.5, 540.0], [56133.5, 540.0], [56132.5, 16530.0], [56132.0, 28460.0], [56131.5, 560.0], [56130.0, 20000.0], [56126.5, 16060.0]]","[[56144.0, 3600.0], [56146.0, 1000.0], [56147.5, 1000.0], [56150.5, 3000.0], [56153.5, 10000.0], [56154.0, 5000.0], [56156.5, 10.0], [56161.0, 400.0], [56161.5, 89220.0], [56162.5, 5010.0]]"
2,2021-11-23 08:43:47.064,"[[56143.5, 36650.0], [56139.5, 3540.0], [56136.0, 5000.0], [56134.5, 540.0], [56133.5, 540.0], [56132.5, 16530.0], [56132.0, 28460.0], [56131.5, 560.0], [56130.0, 20000.0], [56126.5, 16060.0]]","[[56144.0, 3600.0], [56144.5, 1000.0], [56146.0, 1000.0], [56150.5, 3000.0], [56153.5, 10000.0], [56154.0, 5000.0], [56156.5, 10.0], [56161.0, 400.0], [56161.5, 89220.0], [56162.5, 5010.0]]"
3,2021-11-23 08:43:47.408,"[[56143.5, 1000.0], [56139.5, 3000.0], [56132.5, 16530.0], [56132.0, 28460.0], [56131.0, 15330.0], [56130.5, 280650.0], [56126.5, 16060.0], [56125.5, 1150.0], [56125.0, 1530.0], [56124.0, 14570.0]]","[[56144.0, 26400.0], [56144.5, 1000.0], [56146.0, 1000.0], [56150.5, 3000.0], [56153.5, 10000.0], [56154.0, 5000.0], [56156.5, 10.0], [56161.0, 400.0], [56161.5, 89220.0], [56162.5, 5010.0]]"
4,2021-11-23 08:43:47.732,"[[56133.0, 5000.0], [56132.0, 28060.0], [56126.0, 3000.0], [56125.0, 1530.0], [56121.0, 400.0], [56120.5, 5000.0], [56119.5, 2000.0], [56119.0, 16680.0], [56117.5, 16590.0], [56117.0, 4380.0]]","[[56133.5, 20400.0], [56134.0, 1000.0], [56137.5, 1000.0], [56142.0, 3000.0], [56151.0, 3600.0], [56153.0, 400.0], [56153.5, 10000.0], [56156.5, 15000.0], [56157.0, 100.0], [56158.5, 5000.0]]"
5,2021-11-23 08:43:48.054,"[[56133.0, 15000.0], [56132.0, 28060.0], [56126.0, 3000.0], [56125.0, 1530.0], [56121.0, 400.0], [56120.5, 5000.0], [56119.5, 2000.0], [56119.0, 16680.0], [56118.0, 15400.0], [56117.5, 16590.0]]","[[56133.5, 21400.0], [56134.0, 1000.0], [56142.0, 3000.0], [56143.5, 3600.0], [56152.5, 16620.0], [56153.0, 400.0], [56153.5, 10000.0], [56155.5, 10.0], [56156.5, 15000.0], [56157.0, 100.0]]"
6,2021-11-23 08:43:48.400,"[[56133.0, 154640.0], [56132.0, 28600.0], [56125.0, 2090.0], [56121.0, 20400.0], [56120.5, 5000.0], [56119.5, 2000.0], [56119.0, 16680.0], [56118.0, 15400.0], [56117.5, 16590.0], [56117.0, 780.0]]","[[56133.5, 5000.0], [56143.5, 3600.0], [56152.5, 560.0], [56153.0, 400.0], [56153.5, 10000.0], [56155.5, 10.0], [56157.0, 100.0], [56158.5, 7430.0], [56159.0, 65730.0], [56160.5, 5000.0]]"
7,2021-11-23 08:43:48.724,"[[56143.0, 45100.0], [56141.0, 1000.0], [56135.5, 3000.0], [56133.0, 131840.0], [56132.0, 28600.0], [56128.0, 20000.0], [56126.0, 400.0], [56125.5, 2000.0], [56125.0, 9520.0], [56124.5, 280620.0]]","[[56143.5, 3600.0], [56145.0, 1000.0], [56147.5, 3000.0], [56155.0, 2000.0], [56156.0, 5000.0], [56157.0, 100.0], [56158.0, 10000.0], [56159.0, 65730.0], [56159.5, 400.0], [56161.0, 780.0]]"
8,2021-11-23 08:43:49.052,"[[56143.0, 103950.0], [56141.0, 1000.0], [56139.5, 3000.0], [56133.0, 131840.0], [56132.0, 28600.0], [56128.0, 20000.0], [56126.0, 400.0], [56125.5, 560.0], [56125.0, 9520.0], [56124.5, 283620.0]]","[[56143.5, 3600.0], [56145.0, 1000.0], [56152.5, 3000.0], [56156.0, 5000.0], [56157.0, 100.0], [56158.0, 10000.0], [56159.5, 400.0], [56161.0, 780.0], [56161.5, 590.0], [56162.0, 560.0]]"
9,2021-11-23 08:43:49.371,"[[56143.0, 103950.0], [56141.0, 1000.0], [56139.5, 3000.0], [56138.5, 5000.0], [56133.0, 540.0], [56132.0, 28600.0], [56130.5, 400.0], [56128.0, 70000.0], [56125.5, 560.0], [56125.0, 9520.0]]","[[56143.5, 3600.0], [56151.0, 1000.0], [56156.5, 3000.0], [56157.0, 100.0], [56159.5, 400.0], [56161.0, 780.0], [56161.5, 590.0], [56162.0, 15560.0], [56162.5, 5010.0], [56164.5, 9300.0]]"
10,2021-11-23 08:43:49.721,"[[56136.5, 540.0], [56133.0, 540.0], [56132.5, 5000.0], [56132.0, 28600.0], [56130.5, 400.0], [56129.0, 2000.0], [56128.0, 20000.0], [56125.5, 16370.0], [56125.0, 9520.0], [56124.5, 283620.0]]","[[56138.5, 8280.0], [56144.5, 86800.0], [56145.0, 5930.0], [56148.5, 3000.0], [56152.0, 540.0], [56152.5, 6000.0], [56153.5, 3600.0], [56156.5, 5000.0], [56159.5, 400.0], [56160.0, 2000.0]]"
11,2021-11-23 08:43:50.045,"[[56142.0, 14450.0], [56136.5, 540.0], [56133.5, 3000.0], [56133.0, 540.0], [56132.0, 28600.0], [56126.0, 400.0], [56125.5, 32530.0], [56125.0, 29520.0], [56124.5, 280620.0], [56122.0, 15910.0]]","[[56142.5, 6000.0], [56144.5, 86800.0], [56151.0, 5000.0], [56151.5, 5930.0], [56152.0, 540.0], [56153.5, 3600.0], [56159.0, 550.0], [56159.5, 400.0], [56161.0, 780.0], [56162.0, 10000.0]]"
