,timestamp,bids,asks
0,2021-11-23 08:43:59.556,"[[56149.0, 89500.0], [56147.5, 1000.0], [56141.5, 3000.0], [56139.5, 540.0], [56139.0, 20000.0], [56136.0, 16300.0], [56135.5, 5000.0], [56134.5, 15480.0], [56134.0, 50000.0], [56132.0, 28620.0]]","[[56149.5, 3600.0], [56150.5, 1000.0], [56152.0, 1000.0], [56158.0, 3000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 10010.0], [56164.5, 2000.0], [56165.0, 510.0], [56166.0, 580.0]]"
1,2021-11-23 08:43:59.556,"[[56149.0, 89500.0], [56147.5, 1000.0], [56141.5, 3000.0], [56139.5, 540.0], [56139.0, 20000.0], [56136.0, 16300.0], [56135.5, 5000.0], [56134.5, 15480.0], [56134.0, 50000.0], [56132.0, 28620.0]]","[[56149.5, 3600.0], [56150.5, 1000.0], [56152.0, 1000.0], [56158.0, 3000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 10010.0], [56164.5, 2000.0], [56165.0, 510.0], [56166.0, 580.0]]"
2,2021-11-23 08:43:59.953,"[[56149.0, 89500.0], [56147.5, 1000.0], [56141.5, 3000.0], [56139.5, 20540.0], [56136.0, 16300.0], [56135.5, 5000.0], [56134.5, 15480.0], [56132.0, 28620.0], [56131.0, 15560.0], [56128.0, 560.0]]","[[56149.5, 3600.0], [56150.5, 1000.0], [56152.0, 1000.0], [56158.0, 3000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 10010.0], [56164.5, 2000.0], [56165.0, 510.0], [56166.0, 580.0]]"
3,2021-11-23 08:44:00.298,"[[56149.0, 89500.0], [56147.5, 1000.0], [56141.5, 3000.0], [56139.5, 20540.0], [56136.0, 16300.0], [56135.5, 5000.0], [56134.5, 15480.0], [56132.0, 28620.0], [56131.0, 15560.0], [56128.0, 560.0]]","[[56149.5, 3600.0], [56150.5, 1000.0], [56152.0, 1000.0], [56158.0, 3000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 10010.0], [56164.5, 2000.0], [56165.0, 510.0], [56166.0, 580.0]]"
4,2021-11-23 08:44:00.607,"[[56149.0, 43530.0], [56147.5, 1000.0], [56141.5, 3000.0], [56139.5, 540.0], [56136.0, 16300.0], [56135.5, 5000.0], [56134.5, 15480.0], [56132.0, 28620.0], [56131.0, 15560.0], [56128.0, 560.0]]","[[56149.5, 8600.0], [56150.5, 1000.0], [56152.0, 1000.0], [56158.0, 3000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 10010.0], [56164.5, 2000.0], [56165.0, 510.0], [56166.0, 580.0]]"
5,2021-11-23 08:44:00.954,"[[56149.0, 5000.0], [56142.5, 1000.0], [56140.0, 20000.0], [56139.5, 540.0], [56137.0, 3000.0], [56135.5, 5000.0], [56132.0, 28620.0], [56131.0, 400.0], [56128.0, 560.0], [56127.5, 10000.0]]","[[56149.5, 8600.0], [56150.0, 1000.0], [56150.5, 1000.0], [56153.0, 2000.0], [56154.0, 3000.0], [56157.0, 5000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 5010.0], [56165.0, 510.0]]"
6,2021-11-23 08:44:01.268,"[[56142.5, 1950.0], [56139.5, 20540.0], [56137.0, 3000.0], [56135.5, 5000.0], [56132.0, 28620.0], [56131.0, 400.0], [56127.5, 10000.0], [56125.5, 10000.0], [56125.0, 8960.0], [56124.5, 282620.0]]","[[56143.0, 27450.0], [56146.0, 1000.0], [56149.5, 32000.0], [56153.0, 2000.0], [56154.0, 3000.0], [56157.0, 5000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 5010.0], [56165.0, 510.0]]"
7,2021-11-23 08:44:01.592,"[[56142.5, 1950.0], [56139.5, 20540.0], [56137.0, 3000.0], [56135.5, 5000.0], [56132.0, 28620.0], [56131.0, 400.0], [56128.0, 4000.0], [56127.5, 10000.0], [56126.5, 15580.0], [56125.5, 10000.0]]","[[56143.0, 27450.0], [56146.0, 1000.0], [56149.5, 32000.0], [56153.0, 2000.0], [56154.0, 3000.0], [56157.0, 5000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 5010.0], [56165.0, 510.0]]"
8,2021-11-23 08:44:01.951,"[[56142.5, 1950.0], [56139.5, 20540.0], [56137.0, 3000.0], [56135.5, 5000.0], [56132.0, 28620.0], [56131.0, 400.0], [56128.0, 4000.0], [56127.5, 10000.0], [56126.5, 15580.0], [56125.5, 10000.0]]","[[56143.0, 20450.0], [56146.0, 1000.0], [56149.5, 32000.0], [56153.0, 2000.0], [56154.0, 3000.0], [56157.0, 5000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 5010.0], [56165.0, 510.0]]"
9,2021-11-23 08:44:02.268,"[[56142.5, 62790.0], [56139.5, 540.0], [56137.0, 3000.0], [56135.5, 5000.0], [56132.0, 28620.0], [56131.0, 400.0], [56127.5, 10000.0], [56126.5, 15580.0], [56125.5, 10000.0], [56125.0, 8960.0]]","[[56143.0, 20450.0], [56146.0, 1000.0], [56149.5, 3600.0], [56153.0, 2000.0], [56154.0, 3000.0], [56157.0, 5000.0], [56161.0, 780.0], [56162.0, 10000.0], [56162.5, 5010.0], [56165.0, 510.0]]"
