,timestamp,bids,asks
0,2021-11-22 09:18:32.684,"[[59458.0, 880.0], [59457.5, 1000.0], [59456.0, 23600.0], [59455.0, 3000.0], [59454.5, 5000.0], [59451.0, 2510.0], [59450.0, 17120.0], [59449.5, 200.0], [59448.0, 5940.0], [59447.5, 590.0]]","[[59458.5, 40.0], [59464.0, 4740.0], [59465.0, 1800.0], [59466.0, 120.0], [59467.0, 10580.0], [59476.0, 50.0], [59476.5, 100.0], [59477.0, 3000.0], [59479.0, 3880.0], [59479.5, 89480.0]]"
1,2021-11-22 09:18:32.830,"[[59458.0, 880.0], [59457.5, 1000.0], [59456.0, 23600.0], [59455.0, 3000.0], [59454.5, 5000.0], [59451.0, 2510.0], [59450.0, 17120.0], [59449.5, 200.0], [59448.0, 5940.0], [59447.5, 590.0]]","[[59458.5, 40.0], [59464.0, 4740.0], [59465.0, 1800.0], [59467.0, 10580.0], [59472.5, 120.0], [59476.0, 50.0], [59476.5, 100.0], [59477.0, 3000.0], [59479.0, 3880.0], [59479.5, 89480.0]]"
2,2021-11-22 09:18:33.210,"[[59458.0, 41690.0], [59457.5, 1000.0], [59455.0, 3000.0], [59454.5, 5000.0], [59453.5, 400.0], [59452.5, 3210.0], [59451.0, 17510.0], [59448.5, 10870.0], [59447.5, 48590.0], [59446.5, 550.0]]","[[59458.5, 40.0], [59467.0, 10580.0], [59471.0, 1800.0], [59472.0, 4740.0], [59476.5, 100.0], [59479.0, 4880.0], [59479.5, 89480.0], [59480.5, 1000.0], [59481.5, 1330.0], [59484.5, 590.0]]"
3,2021-11-22 09:18:33.543,"[[59458.0, 58350.0], [59457.5, 1000.0], [59455.0, 3000.0], [59454.5, 5000.0], [59453.5, 2000.0], [59452.5, 3210.0], [59451.5, 71560.0], [59451.0, 17510.0], [59449.5, 20810.0], [59448.0, 43390.0]]","[[59458.5, 40.0], [59467.0, 10580.0], [59472.0, 4740.0], [59476.5, 100.0], [59478.0, 1800.0], [59481.5, 550.0], [59489.0, 100.0], [59491.0, 50.0], [59491.5, 2510.0], [59492.5, 3000.0]]"
4,2021-11-22 09:18:33.874,"[[59458.0, 79220.0], [59457.5, 1000.0], [59456.0, 5950.0], [59455.0, 3000.0], [59454.5, 5000.0], [59453.5, 2000.0], [59452.5, 3210.0], [59452.0, 2620.0], [59451.5, 71560.0], [59451.0, 17510.0]]","[[59458.5, 40.0], [59467.0, 10580.0], [59470.0, 4740.0], [59478.0, 1800.0], [59481.5, 550.0], [59484.0, 1000.0], [59489.0, 3100.0], [59491.0, 50.0], [59491.5, 2510.0], [59492.5, 120.0]]"
5,2021-11-22 09:18:34.201,"[[59468.5, 24480.0], [59468.0, 1510.0], [59464.0, 5000.0], [59463.0, 6450.0], [59460.0, 590.0], [59459.5, 6650.0], [59458.0, 54150.0], [59456.5, 17540.0], [59456.0, 5950.0], [59455.5, 16480.0]]","[[59469.0, 80.0], [59470.0, 4740.0], [59474.0, 10580.0], [59481.0, 1000.0], [59481.5, 550.0], [59483.5, 1800.0], [59487.0, 780.0], [59487.5, 120.0], [59489.0, 100.0], [59489.5, 3000.0]]"
6,2021-11-22 09:18:34.513,"[[59468.5, 28100.0], [59468.0, 4510.0], [59464.0, 5000.0], [59463.0, 6450.0], [59460.0, 590.0], [59459.5, 6650.0], [59458.0, 54150.0], [59456.5, 17540.0], [59456.0, 5950.0], [59455.5, 16480.0]]","[[59469.0, 80.0], [59470.0, 4740.0], [59474.0, 10580.0], [59481.0, 1000.0], [59481.5, 550.0], [59483.5, 1800.0], [59485.5, 3000.0], [59487.0, 780.0], [59487.5, 120.0], [59489.0, 100.0]]"
7,2021-11-22 09:18:34.854,"[[59468.5, 28100.0], [59468.0, 4510.0], [59464.0, 5000.0], [59463.0, 6450.0], [59460.0, 590.0], [59459.5, 6650.0], [59458.0, 54150.0], [59456.5, 17540.0], [59456.0, 5950.0], [59455.5, 16480.0]]","[[59469.0, 80.0], [59470.0, 4740.0], [59474.0, 10580.0], [59481.0, 1120.0], [59481.5, 550.0], [59483.5, 1800.0], [59485.5, 3000.0], [59487.0, 780.0], [59489.0, 100.0], [59491.0, 50.0]]"
8,2021-11-22 09:18:35.196,"[[59468.5, 8100.0], [59468.0, 4510.0], [59464.0, 5000.0], [59463.0, 6450.0], [59460.0, 590.0], [59459.5, 6650.0], [59458.0, 54150.0], [59456.5, 17540.0], [59456.0, 5950.0], [59455.5, 16480.0]]","[[59469.0, 4820.0], [59474.0, 10580.0], [59481.0, 1000.0], [59481.5, 670.0], [59483.5, 1800.0], [59485.5, 3000.0], [59487.0, 780.0], [59489.0, 100.0], [59491.0, 50.0], [59491.5, 2510.0]]"
9,2021-11-22 09:18:35.417,"[[59468.5, 28100.0], [59468.0, 4510.0], [59464.0, 5000.0], [59463.0, 6450.0], [59460.0, 590.0], [59459.5, 6650.0], [59458.0, 54150.0], [59456.5, 17540.0], [59456.0, 5950.0], [59455.5, 16480.0]]","[[59469.0, 4820.0], [59474.0, 10580.0], [59481.0, 1000.0], [59481.5, 550.0], [59483.5, 1800.0], [59485.5, 3000.0], [59486.0, 120.0], [59487.0, 780.0], [59489.0, 100.0], [59491.0, 50.0]]"
