,timestamp,volume
0,2021-11-28 19:57:37.692,291506600.0
1,2021-11-28 19:57:38.081,291506600.0
2,2021-11-28 19:57:38.237,291506600.0
3,2021-11-28 19:57:38.647,291506600.0
4,2021-11-28 19:57:39.042,291506600.0
5,2021-11-28 19:57:39.180,291506600.0
6,2021-11-28 19:57:39.225,291506600.0
7,2021-11-28 19:57:39.908,291506600.0
8,2021-11-28 19:57:39.916,291506600.0
9,2021-11-28 19:57:39.991,291506600.0
10,2021-11-28 19:57:39.995,291506600.0
11,2021-11-28 19:57:40.840,291506600.0
12,2021-11-28 19:57:41.203,291506600.0
13,2021-11-28 19:57:41.308,291506600.0
14,2021-11-28 19:57:41.458,291506600.0
15,2021-11-28 19:57:41.708,291506600.0
16,2021-11-28 19:57:42.191,291506600.0
17,2021-11-28 19:57:42.248,291506600.0
18,2021-11-28 19:57:42.495,291506600.0
19,2021-11-28 19:57:43.583,291506600.0
20,2021-11-28 19:57:43.799,291506600.0
21,2021-11-28 19:57:43.801,291506600.0
22,2021-11-28 19:57:43.805,291506600.0
23,2021-11-28 19:57:43.811,291506600.0
24,2021-11-28 19:57:43.850,291506600.0
25,2021-11-28 19:57:43.922,291506600.0
26,2021-11-28 19:57:44.169,291506600.0
27,2021-11-28 19:57:44.180,291506600.0
28,2021-11-28 19:57:44.516,291506600.0
29,2021-11-28 19:57:44.614,291506600.0
30,2021-11-28 19:57:45.158,291506600.0
31,2021-11-28 19:57:45.257,291506600.0
32,2021-11-28 19:57:45.527,291506600.0
33,2021-11-28 19:57:46.147,291506600.0
34,2021-11-28 19:57:46.933,291506600.0
35,2021-11-28 19:57:47.136,291506600.0
36,2021-11-28 19:57:47.289,291506600.0
37,2021-11-28 19:57:47.357,291506600.0
38,2021-11-28 19:57:48.125,291506600.0
39,2021-11-28 19:57:48.303,291506600.0
40,2021-11-28 19:57:48.771,291506600.0
41,2021-11-28 19:57:48.877,291506600.0
42,2021-11-28 19:57:49.113,291506600.0
43,2021-11-28 19:57:49.557,291506600.0
44,2021-11-28 19:57:49.856,291506600.0
45,2021-11-28 19:57:50.102,291506600.0
46,2021-11-28 19:57:51.091,291506600.0
47,2021-11-28 19:57:51.118,291506600.0
48,2021-11-28 19:57:51.158,291506600.0
49,2021-11-28 19:57:52.080,291506600.0
50,2021-11-28 19:57:52.616,291506600.0
51,2021-11-28 19:57:52.677,291506600.0
52,2021-11-28 19:57:53.069,291506600.0
53,2021-11-28 19:57:53.281,291506600.0
54,2021-11-28 19:57:54.058,291506600.0
55,2021-11-28 19:57:54.812,291506600.0
56,2021-11-28 19:57:56.035,291506600.0
57,2021-11-28 19:57:56.137,291506600.0
58,2021-11-28 19:57:58.620,291506600.0
59,2021-11-28 19:57:59.002,291506600.0
60,2021-11-28 19:57:59.003,291506600.0
61,2021-11-28 19:57:59.991,291506600.0
62,2021-11-28 19:58:00.024,291506600.0
63,2021-11-28 19:58:00.634,291488600.0
64,2021-11-28 19:58:01.968,291488600.0
65,2021-11-28 19:58:01.983,291488600.0
66,2021-11-28 19:58:03.495,291488600.0
67,2021-11-28 19:58:03.655,291488600.0
68,2021-11-28 19:58:03.741,291488600.0
69,2021-11-28 19:58:03.946,291488600.0
70,2021-11-28 19:58:04.003,291488600.0
71,2021-11-28 19:58:04.007,291488600.0
72,2021-11-28 19:58:04.053,291488600.0
73,2021-11-28 19:58:04.689,291488600.0
74,2021-11-28 19:58:04.935,291488600.0
75,2021-11-28 19:58:04.971,291488600.0
76,2021-11-28 19:58:05.669,291488600.0
77,2021-11-28 19:58:05.925,291488600.0
78,2021-11-28 19:58:06.047,291488600.0
79,2021-11-28 19:58:06.913,291488600.0
80,2021-11-28 19:58:07.003,291488600.0
81,2021-11-28 19:58:07.902,291488600.0
82,2021-11-28 19:58:07.973,291488600.0
83,2021-11-28 19:58:08.891,291488600.0
84,2021-11-28 19:58:09.185,291488600.0
85,2021-11-28 19:58:09.698,291488600.0
86,2021-11-28 19:58:10.868,291488600.0
87,2021-11-28 19:58:11.007,291488600.0
