,timestamp,bids,asks
0,2021-11-18 15:16:19.143,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 10220.0], [59901.0, 2000.0], [59900.5, 20000.0], [59895.5, 1000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 16230.0], [59892.0, 10010.0]]","[[59916.0, 80670.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59930.0, 19130.0], [59930.5, 41960.0], [59931.0, 346120.0]]"
1,2021-11-18 15:16:19.375,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 10220.0], [59900.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 17230.0], [59892.0, 10010.0], [59891.5, 9340.0], [59891.0, 108070.0]]","[[59916.0, 80670.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59930.0, 19130.0], [59930.5, 41960.0]]"
2,2021-11-18 15:16:19.732,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 10220.0], [59904.0, 2000.0], [59900.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 17230.0], [59892.0, 10010.0], [59891.5, 9340.0]]","[[59916.0, 89040.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59929.5, 72370.0], [59930.0, 1000.0]]"
3,2021-11-18 15:16:20.078,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 12220.0], [59900.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 17230.0], [59892.0, 10010.0], [59891.5, 9340.0], [59891.0, 108070.0]]","[[59916.0, 99040.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59929.5, 72370.0], [59930.0, 1000.0]]"
4,2021-11-18 15:16:20.423,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 12220.0], [59899.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 17230.0], [59892.0, 10010.0], [59891.5, 9340.0], [59891.0, 108070.0]]","[[59916.0, 89040.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59929.5, 72370.0], [59930.0, 1000.0]]"
5,2021-11-18 15:16:20.749,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 12220.0], [59899.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.5, 1000.0], [59892.0, 10010.0], [59891.5, 9340.0], [59891.0, 108070.0]]","[[59916.0, 89040.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59929.5, 72370.0], [59930.0, 1000.0]]"
6,2021-11-18 15:16:21.089,"[[59915.5, 12320.0], [59914.0, 10.0], [59907.0, 12220.0], [59898.5, 20000.0], [59895.0, 520.0], [59894.0, 100.0], [59892.0, 10010.0], [59891.5, 9340.0], [59891.0, 108070.0], [59890.0, 1000.0]]","[[59916.0, 99040.0], [59916.5, 3000.0], [59920.5, 14980.0], [59921.5, 5510.0], [59922.0, 15000.0], [59922.5, 850.0], [59926.5, 790.0], [59927.5, 69990.0], [59928.0, 20970.0], [59929.5, 72370.0]]"
7,2021-11-18 15:16:21.372,"[[59907.0, 41900.0], [59906.5, 2000.0], [59900.0, 6220.0], [59898.5, 20000.0], [59894.0, 100.0], [59892.0, 10010.0], [59891.5, 3920.0], [59891.0, 108070.0], [59890.0, 1000.0], [59886.5, 1160.0]]","[[59907.5, 33070.0], [59908.0, 3000.0], [59908.5, 5000.0], [59910.5, 3600.0], [59912.0, 20.0], [59912.5, 2640.0], [59916.0, 29160.0], [59921.0, 90.0], [59921.5, 510.0], [59922.0, 15000.0]]"
8,2021-11-18 15:16:21.740,"[[59907.0, 4000.0], [59906.5, 2000.0], [59900.0, 6220.0], [59898.5, 20000.0], [59894.0, 100.0], [59892.0, 10010.0], [59891.5, 3920.0], [59891.0, 108070.0], [59890.5, 540.0], [59890.0, 1000.0]]","[[59907.5, 33090.0], [59908.0, 3000.0], [59908.5, 5000.0], [59910.5, 3600.0], [59912.5, 2640.0], [59916.0, 18960.0], [59919.0, 299590.0], [59921.0, 90.0], [59921.5, 1070.0], [59922.0, 15550.0]]"
9,2021-11-18 15:16:22.043,"[[59893.0, 4360.0], [59890.0, 1000.0], [59889.5, 790.0], [59885.0, 3000.0], [59883.0, 20000.0], [59881.0, 90.0], [59879.5, 9360.0], [59878.5, 7580.0], [59873.0, 30.0], [59870.0, 15000.0]]","[[59894.5, 39870.0], [59898.5, 7630.0], [59899.0, 20180.0], [59900.5, 28100.0], [59903.5, 14970.0], [59906.5, 2000.0], [59907.5, 110.0], [59908.0, 3000.0], [59908.5, 5000.0], [59909.5, 100.0]]"
