,timestamp,bids,asks
0,2021-11-20 09:13:53.877,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 5750.0], [57985.0, 100.0], [57987.0, 16430.0]]"
1,2021-11-20 09:13:54.066,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57985.0, 100.0], [57987.0, 16430.0]]"
2,2021-11-20 09:13:54.487,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57985.0, 100.0], [57986.0, 20000.0]]"
3,2021-11-20 09:13:54.758,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0], [57985.0, 100.0]]"
4,2021-11-20 09:13:55.155,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0], [57984.5, 20000.0]]"
5,2021-11-20 09:13:55.430,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57978.0, 1000.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0]]"
6,2021-11-20 09:13:55.645,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57978.0, 1000.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0]]"
7,2021-11-20 09:13:56.129,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57978.0, 1000.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0]]"
8,2021-11-20 09:13:56.435,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57978.0, 1000.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 22750.0], [57984.0, 3000.0]]"
9,2021-11-20 09:13:56.772,"[[57970.0, 3110.0], [57969.5, 5000.0], [57968.5, 1000.0], [57968.0, 100.0], [57967.5, 1000.0], [57966.5, 9360.0], [57963.0, 20.0], [57960.0, 10000.0], [57959.5, 2610.0], [57958.5, 10.0]]","[[57970.5, 17000.0], [57974.0, 176080.0], [57974.5, 60.0], [57976.5, 10300.0], [57978.0, 1000.0], [57980.0, 250.0], [57981.5, 140.0], [57983.0, 580.0], [57983.5, 2750.0], [57984.0, 3000.0]]"
