,timestamp,bids,asks
0,2021-11-20 09:10:52.965,"[[57923.0, 1150.0], [57922.5, 10.0], [57916.0, 1000.0], [57911.5, 1250.0], [57908.0, 100.0], [57907.5, 9360.0], [57907.0, 3000.0], [57905.5, 102650.0], [57905.0, 2150.0], [57904.5, 3600.0]]","[[57923.5, 1290.0], [57925.0, 580.0], [57927.5, 6040.0], [57929.0, 20020.0], [57930.0, 1000.0], [57931.5, 3600.0], [57933.5, 17150.0], [57934.0, 510.0], [57936.0, 3000.0], [57938.5, 30950.0]]"
1,2021-11-20 09:10:53.101,"[[57923.0, 1150.0], [57922.5, 10.0], [57916.0, 1000.0], [57911.5, 1250.0], [57908.0, 100.0], [57907.5, 9360.0], [57907.0, 3000.0], [57905.5, 102650.0], [57905.0, 2150.0], [57904.5, 3600.0]]","[[57923.5, 1290.0], [57925.0, 580.0], [57927.5, 6040.0], [57929.0, 20020.0], [57930.0, 1000.0], [57931.5, 3600.0], [57933.5, 17150.0], [57934.0, 510.0], [57936.0, 3000.0], [57938.5, 30950.0]]"
2,2021-11-20 09:10:53.449,"[[57907.0, 10.0], [57905.0, 2150.0], [57904.5, 3600.0], [57901.5, 100.0], [57901.0, 5000.0], [57899.5, 68430.0], [57899.0, 510.0], [57897.0, 10000.0], [57896.5, 5210.0], [57895.5, 8930.0]]","[[57923.0, 131950.0], [57923.5, 2040.0], [57925.0, 580.0], [57925.5, 20.0], [57927.5, 6040.0], [57931.5, 3600.0], [57933.5, 17150.0], [57934.0, 510.0], [57938.5, 30950.0], [57939.0, 16200.0]]"
3,2021-11-20 09:10:53.773,"[[57899.0, 510.0], [57897.5, 100.0], [57897.0, 13600.0], [57892.5, 550.0], [57892.0, 5210.0], [57891.5, 20260.0], [57890.5, 10000.0], [57890.0, 40520.0], [57889.5, 26510.0], [57888.5, 400.0]]","[[57920.5, 30000.0], [57921.0, 6040.0], [57922.5, 20.0], [57923.0, 101950.0], [57923.5, 5640.0], [57925.0, 580.0], [57925.5, 20.0], [57928.0, 550.0], [57928.5, 1000.0], [57932.0, 580.0]]"
4,2021-11-20 09:10:54.110,"[[57920.0, 10.0], [57906.5, 9360.0], [57899.0, 510.0], [57897.5, 100.0], [57897.0, 15750.0], [57892.5, 550.0], [57891.5, 20260.0], [57890.5, 20080.0], [57890.0, 40520.0], [57889.5, 26510.0]]","[[57920.5, 20000.0], [57923.0, 101800.0], [57923.5, 5640.0], [57925.0, 2580.0], [57925.5, 20.0], [57927.5, 6440.0], [57928.0, 550.0], [57928.5, 1000.0], [57932.0, 590.0], [57933.5, 17240.0]]"
5,2021-11-20 09:10:54.437,"[[57920.0, 10.0], [57902.5, 9360.0], [57899.0, 510.0], [57897.5, 100.0], [57897.0, 15750.0], [57895.5, 1000.0], [57892.5, 550.0], [57891.5, 20260.0], [57891.0, 4800.0], [57890.5, 20080.0]]","[[57920.5, 20020.0], [57923.0, 101800.0], [57923.5, 5640.0], [57925.0, 2580.0], [57925.5, 20.0], [57927.5, 6440.0], [57928.0, 550.0], [57928.5, 1000.0], [57932.0, 10580.0], [57933.5, 17240.0]]"
6,2021-11-20 09:10:54.765,"[[57920.0, 10.0], [57910.0, 1000.0], [57903.0, 160.0], [57902.5, 9360.0], [57902.0, 3000.0], [57901.5, 1000.0], [57899.0, 510.0], [57897.0, 15750.0], [57895.0, 5000.0], [57892.5, 550.0]]","[[57920.5, 20020.0], [57923.0, 101800.0], [57923.5, 5640.0], [57925.0, 2580.0], [57925.5, 20.0], [57927.5, 6440.0], [57928.0, 550.0], [57932.0, 13590.0], [57933.5, 17240.0], [57934.0, 510.0]]"
7,2021-11-20 09:10:55.026,"[[57920.0, 10.0], [57910.0, 1000.0], [57904.5, 1000.0], [57903.0, 160.0], [57902.5, 9360.0], [57902.0, 3000.0], [57899.0, 510.0], [57897.0, 13600.0], [57896.5, 2260.0], [57895.0, 5000.0]]","[[57920.5, 56420.0], [57923.5, 5640.0], [57925.0, 2580.0], [57925.5, 20.0], [57927.5, 6440.0], [57928.0, 550.0], [57932.0, 13590.0], [57933.5, 17240.0], [57934.0, 510.0], [57935.0, 97570.0]]"
8,2021-11-20 09:10:55.385,"[[57920.0, 10.0], [57911.5, 1000.0], [57910.0, 1000.0], [57903.0, 160.0], [57902.5, 9360.0], [57902.0, 3000.0], [57899.0, 510.0], [57897.0, 13600.0], [57896.5, 2260.0], [57895.0, 5000.0]]","[[57920.5, 56420.0], [57923.5, 5640.0], [57925.0, 2580.0], [57925.5, 20.0], [57927.5, 6440.0], [57928.0, 550.0], [57932.0, 13590.0], [57933.5, 17240.0], [57934.0, 510.0], [57935.0, 97570.0]]"
9,2021-11-20 09:10:55.752,"[[57920.0, 10.0], [57910.0, 1000.0], [57907.5, 1000.0], [57903.0, 160.0], [57902.5, 9360.0], [57902.0, 3000.0], [57900.5, 90.0], [57899.0, 510.0], [57897.0, 13600.0], [57896.5, 2260.0]]","[[57920.5, 20.0], [57923.0, 20000.0], [57923.5, 5640.0], [57925.0, 2580.0], [57926.5, 1000.0], [57927.5, 6440.0], [57928.0, 550.0], [57928.5, 20.0], [57932.0, 13590.0], [57933.5, 17240.0]]"
10,2021-11-20 09:10:56.082,"[[57920.0, 10.0], [57910.5, 60.0], [57910.0, 1000.0], [57907.5, 1000.0], [57905.5, 3000.0], [57904.0, 2260.0], [57903.0, 100.0], [57902.5, 9360.0], [57900.5, 90.0], [57899.0, 510.0]]","[[57920.5, 44120.0], [57923.0, 20000.0], [57923.5, 5640.0], [57925.0, 2580.0], [57926.5, 1000.0], [57927.5, 6440.0], [57928.0, 550.0], [57928.5, 20.0], [57932.0, 13590.0], [57933.5, 17240.0]]"
11,2021-11-20 09:10:56.423,"[[57920.0, 10.0], [57914.5, 1000.0], [57910.5, 60.0], [57910.0, 1000.0], [57905.5, 3000.0], [57904.0, 2260.0], [57903.0, 100.0], [57902.5, 9360.0], [57900.5, 90.0], [57899.0, 510.0]]","[[57920.5, 44120.0], [57923.5, 5640.0], [57925.0, 2580.0], [57926.5, 1000.0], [57927.5, 6440.0], [57928.0, 550.0], [57928.5, 20.0], [57932.0, 13590.0], [57933.5, 17240.0], [57934.0, 510.0]]"
